parameters,rms,pitch,cent,flatness,rolloff,MFCC0,MFCC1,MFCC2,MFCC3,MFCC4,MFCC5,MFCC6,MFCC7,MFCC8,MFCC9,MFCC10,MFCC11,MFCC12,chroma0,chroma1,chroma2,chroma3,chroma4,chroma5,chroma6,chroma7,chroma8,chroma9,chroma10,chroma11
0.4550474342264125-0.82520969710799-0.33707014660381607-0.9884156148271176-0.9312401414758151-0.6432032756502112,0.04645915326057901,142.42802226972412,657.5814427847243,0.0010125633098736584,1422.5548184756917,-22.27071834403614,19.88509641563807,-6.777929981331778,7.94727844542201,-4.282039270889091,4.02000051472199,-2.7334311569671628,2.365788739994952,-2.119064024512921,2.1794664511614052,0.8909463707528573,5.489758094539529,3.8939930520970685,0.06916941823804253,0.06594346872957624,0.05840555941630978,0.06413101005295903,0.08432442265479285,0.18975515306105498,0.1649552360227906,0.06781141277439835,0.05572752187391613,0.05911674063311314,0.05635957366640291,0.056014438075795425
0.24251555242602263-0.7835248335154584-0.30129318823934625-0.4327844755167978-0.61265408274945-0.16726226167882552,0.0014551844268378643,5.058893037023853,80.5483182738838,0.00022200889714565518,172.25823972858052,-10.760722006320975,5.16075012702792,0.4960864437439933,1.4060053596063067,-0.1834836115842453,0.6042818675792413,-0.12239816795155223,0.1997005915011698,-0.05142313391766192,0.2768101357318991,0.30505915847884707,0.2274417770092946,-0.09172779348655287,0.01583649396554458,0.01728013640030331,0.022012978385040422,0.0202802973124054,0.01458985014432431,0.011996585295893166,0.011123496916449241,0.01174468251242744,0.01677746990448296,0.026175387317387038,0.021196612944505883,0.01631781946807657
0.16828298852250867-0.9810303481970067-0.6797541253510826-0.870777019245251-0.07046180241896094-0.13845140146407375,0.0010972356420914063,82.558177321522,151.87511266576445,0.00017324248599936772,262.6022134901177,-9.210308089023878,3.024615138517008,-0.07465743621151688,1.3515876574899224,-0.5616290270269033,0.5388187282410174,-0.6971210630542899,0.10216807306613074,0.5360887375455002,0.43559040294661805,0.6138558352355025,0.3666211280180775,-0.15140257037354074,0.022991600191647327,0.007191540204691936,0.0027568336736405116,0.0031426250823045447,0.009056731319878225,0.01639046752982475,0.009255886735886145,0.00311783729712029,0.002344153274321565,0.002839765284314058,0.0033827718456386955,0.003840935658203218
0.4886660271594827-0.29161853386269876-0.4108873113874528-0.6665705197896443-0.8777240495485134-0.09665585112984199,0.00017163718595813193,179.67912846555313,36.76020183641401,5.709487947552251e-05,94.27027223728146,-5.07075404313925,1.6988332659688723,0.08315078393530702,0.4277247103015848,0.03750192610325698,0.2765089343947095,0.02475473589046473,0.18663249928162173,0.019161807774696744,0.12887314381283588,0.0186229781214647,0.09531201853096594,0.020691459532666084,0.010865844957902104,0.01159595437031983,0.011898544397398866,0.012269726535827141,0.012697508558630943,0.012311981180173884,0.011462656316881592,0.011468627739271856,0.011686411857075307,0.011756312106425618,0.010712623797872856,0.010313700874539903
0.8426494266959945-0.03851297546386978-0.42015613456568957-0.8277914538899469-0.5540124450247645-0.04606369626326534,0.00011172826373522567,2.9226073250014344,31.580313368325104,5.3399288996733935e-05,70.01887734013508,-3.89014354904892,1.2624916914789164,-0.18338216609692873,0.3714155348907913,-0.1520539779230384,0.16293829360748782,-0.1498091875830904,0.05866263136254446,-0.0985666386264054,0.0501580015476657,-0.029671137617349075,0.08427623423288289,0.015495001938699756,0.003844643655816174,0.005732136888581198,0.00837529924708269,0.00350078906876052,0.002109084507911991,0.002019469017430745,0.002360911303195498,0.002446355446112113,0.003489226957685198,0.005014196816545279,0.004128775714881437,0.004083802084666088
0.44384875685419123-0.37335084819825226-0.21830914420940817-0.5400797952380987-0.35050713262174293-0.15300815875506757,0.00040246249892089925,435.9686432406306,25.97691756659795,3.9369820211533026e-05,47.3700803247084,-10.102907269792107,2.953082145576303,0.6943748136294161,0.48106357273555744,0.4965397698150083,0.41232015574231956,0.2835474192161806,0.313783469542359,0.2714376104097494,0.15382924009776952,0.12464067236362049,0.19177362261141498,0.1808107191489737,0.014525223316360414,0.016063906844985116,0.01696695210421732,0.017856846856930047,0.018761441315149823,0.01861516235291653,0.01750682590150654,0.016797695276975316,0.01569624695097316,0.014155812036039253,0.012812391875863915,0.012500864525886779
0.9412779956503072-0.3372316294641058-0.6161654933385506-0.21914377068844804-0.2723902739724884-0.6298964425887698,0.020648676394996696,76.76605060609619,283.99918967354535,0.00034351211753609845,533.5504560935078,-22.304621254961337,22.77500757441722,-4.232339922844965,3.9583301222037903,-0.005637304274661877,1.5260360470201764,0.16137030972929742,1.1756466165320905,-0.09772725454785085,1.1218492314143305,1.5678696853767284,2.2549201588166254,2.2810779545429702,0.0565204657086484,0.06106868609806567,0.06304890391140021,0.07261385246003993,0.0984029199771087,0.11872661269325728,0.12040165363903614,0.08307312361005319,0.05784864512814932,0.046355921624640195,0.04522698024433521,0.05161596151265102
0.3427766362057284-0.8430621764145888-0.06372083772488402-0.48431065915250837-0.9619825083970359-0.4107160257315814,0.009176339036466863,22.69979056479986,284.3730031485307,0.0005005300222474755,638.0370299757487,-15.482955688964353,10.472315269420259,-1.8671775273939393,3.0331340031577554,-0.392647701215207,1.4689586004761803,-0.6230624065461168,1.1004407900143889,-0.24220438425536392,0.6274301412111546,-0.3413883538361701,0.3939744066963649,-0.1464097595680028,0.03839511146955037,0.05180185626724876,0.08137806901233786,0.09073818523106307,0.04592974156056706,0.028288318322955013,0.026413072446625607,0.028634481804964796,0.02852018979539575,0.03677894655909342,0.037520362206247694,0.031962665703161024
0.9923172236087369-0.2825170564636099-0.9952700541707792-0.027364885267359473-0.10374953129817088-0.20126342192460211,0.0014407301314035617,486.32197277620435,66.03268920353135,0.00010000132726973378,157.17822838232678,-13.801636911773889,5.777837416879483,0.5823571705343369,0.657849805646458,0.5995146313087419,0.4531568806149586,0.5158280055587348,0.5012522006164998,0.6570681857354211,0.7468796277423214,0.5587920000330507,0.27707769651872854,0.010963349903417333,0.03237919337518017,0.03164646089430001,0.03134334038673562,0.0314898305550951,0.03197961722588601,0.03138657186403896,0.02770550492393109,0.024866862812862284,0.024257482100154104,0.025782867228913913,0.027406450966972102,0.030206583176368335
0.5706463263020193-0.08602095006363852-0.7222254095251969-0.0375027240615905-0.5144276953854013-0.82358564782274,0.009192909401437225,12.160782230956935,206.30815676813265,0.00025760235636747866,431.4241048130498,-20.745300686735163,14.836059757420875,0.23780644807202048,3.0702253711280796,0.0866422024854933,2.4730542064708865,0.13409828012733746,1.6147568357153854,0.10230116583454436,0.6855049339728984,-0.528499526928579,-0.2156512818873916,-0.8120182514256177,0.08964011808972143,0.08393658473846655,0.07971712807760249,0.08017950135439185,0.08366870770007351,0.08128572664554963,0.07764255946153027,0.07964994772817875,0.08581711139333666,0.09038406192595853,0.08862700525078641,0.08831993689099853
0.47342049888870585-0.5295288485510105-0.4385505888236666-0.6624602071210413-0.5166815268911811-0.9652633462448936,0.03936433383441421,20.689283303658037,446.17807273871705,0.0003885133608105146,1012.1062267455272,-20.431527877801233,30.399059780799842,-1.4810980352849963,8.104254003759289,-1.9308592210542386,4.639965267580919,-1.6871179034926271,2.945790751631451,-0.7612595441637993,2.7851959044558363,0.07193915760222325,1.9482459536536065,-0.2131981162648522,0.11638968747678395,0.1256017167490858,0.12091686167829548,0.13113499478911775,0.17076580379305373,0.1603309305176787,0.13870309737819073,0.15978304753994946,0.1696985667536358,0.16984726700810912,0.14826278887085564,0.12317458016753917
0.27099433864564704-0.4727283861404731-0.936729700827588-0.5233547630489143-0.633428581029783-0.1396510518440962,6.421217841962136e-05,46.52314865417643,14.619845915218534,1.8308168037017364e-05,31.934778458685287,-3.7775282153782066,1.4299468884558866,-0.24203958323214683,0.16022465568122257,0.11530751312990868,-0.03857860902480962,0.018378272805489388,-0.0009869188701881054,0.02429041995984697,0.027528293665202833,0.012048609580019187,-0.003995533422069597,-0.007532189619748553,0.0024000071399231083,0.003962276113415028,0.0026927232713025995,0.0024094002642926645,0.002907183709262832,0.004357953531828117,0.007601061777973382,0.004724764468826488,0.0024617672364857235,0.002159608279453293,0.002407577382888206,0.001968035061580949
0.5287192702773187-0.34201112034037373-0.12899688947409427-0.16803070360422-0.48115089791514576-0.6567130872722818,0.026374575094941566,3524.278749525547,282.0342233630109,0.0014792486478557236,627.2236082251766,-35.11774823966789,29.22683956945487,0.6908494876121646,4.128189127554189,1.1875855320616573,0.9082473986860577,1.1073326033414048,0.9746514763339889,1.9450569159678868,1.23632510742186,0.5332311146202215,-0.0521177261146164,0.9326485871519689,0.13746518672896743,0.142950907644216,0.15084794413509903,0.15656235670008556,0.15923072725372656,0.15702706554348525,0.14824552910871436,0.14124180291875188,0.13835616142221893,0.1357833940149383,0.13101094557603954,0.12888030369646883
0.4452764264915309-0.1873054411241667-0.209010704483112-0.5848672615481444-0.023578395421310128-0.26088888591469217,0.004439284282759456,1426.8920240923762,140.68966773666455,0.00010481226301111968,320.54648945304507,-17.577989084839867,9.093333543332315,0.3099430942701768,2.3400807433714115,0.2611935166494798,1.4195297543059386,0.2072518330892367,0.9316523243525161,0.17869428609706203,0.6203771600667061,0.14165750893371687,0.44155890017865457,0.1720740264362665,0.05923239240088848,0.057920582953436085,0.059204837891668305,0.061979068885407385,0.06370240377581737,0.062433791458952115,0.060255658655482915,0.05921809607011771,0.055608625252048384,0.05202422123821426,0.053234207793048105,0.05605822809725184
0.09804391069545937-0.8445618623576725-0.9257377500778716-0.7550947007022062-0.3789624250456687-0.9424471321294676,0.03596541755658259,44.591893451049145,375.759165704282,0.0003545145852371548,713.9124081790214,-28.59813151992724,28.548268254971237,-7.035265596506065,6.173666237779723,0.5657961723433189,1.0992496813196337,0.6849169324205988,0.7902095206643599,0.22283429764291185,0.08885650562475551,-0.3338373847826131,-0.6199583409226825,-0.47855578860082915,0.07414320471199638,0.027725859294999267,0.014168852515436004,0.009715152584768032,0.012762756035457345,0.026232180992922127,0.019152192628362413,0.024084542871284198,0.055384707860863434,0.09713742194695592,0.18689984579881033,0.13632289899841302
0.2269237777449118-0.07181845538422771-0.33699793939001044-0.5809623247152734-0.6305569363433088-0.2580080817940028,0.001082828794419257,638.3791460422799,69.8521817452672,7.776040040396288e-05,168.22073053153872,-9.43842854292752,4.04950960240313,0.07355556294329209,1.0388297670051745,0.09470827537074807,0.6468784964286612,0.0968386309597582,0.42163264824139013,0.08532797695072898,0.282735447989331,0.08357206552540812,0.20702436044629505,0.08851726220549978,0.02529457389817698,0.02580868944457419,0.027922094047780805,0.027459724543152042,0.02615850072146997,0.023236450226247245,0.02208781232747281,0.02311568856453582,0.024007659290733136,0.023378438782630667,0.023925752273812394,0.024701224115632258
0.21609719875430522-0.9701995680090608-0.8158714338952603-0.36731298597124773-0.8890470042549157-0.4512210029094813,0.00014474805736210337,74.93546972409275,45.912016325591196,2.6284668228628794e-05,121.06398968571739,-5.6125013625831075,0.4686917470090985,0.10065718660740892,0.508502947689145,-0.07702260370524361,0.21306232871123262,0.1868826058676666,0.041196687863590174,0.053320812895771764,0.25223785101884716,-0.08259136623223402,0.11787979951654008,0.09859034304161336,0.006778364390881984,0.0073515949677241494,0.0077842085716087655,0.008056172642830326,0.00837042292231748,0.008739973454787517,0.00959262174052967,0.011615049791333478,0.010562904717466126,0.0074099336843260295,0.006454832508202363,0.006172004878494934
0.17201197560349646-0.03599406681365691-0.4875438426633736-0.7546821735357282-0.20803405968003608-0.5276523014890317,0.010037508991975386,153.8906772310535,75.17623528032969,1.573081103717293e-05,156.38143942596798,-26.369436140892617,21.118798718835325,-1.8336807114454554,1.8356054628441758,1.6169771769970278,0.7325085693670866,1.1273771217862578,0.44334560968263403,0.7053625945503607,0.45358193927965,0.4077067096478106,0.41833199820640427,0.2937377621207258,0.08086206329789558,0.08089504904061418,0.08354255722365189,0.08606476193640034,0.08787551398078601,0.08670813692020733,0.08278442964927435,0.08174486751351011,0.08179108055936817,0.08067484240900964,0.07781817944768281,0.07691177800469129
0.6432233387852622-0.33705665343074365-0.026236459880652374-0.20327380491971236-0.8458075349430891-0.5941999320034633,0.035446671403646546,3007.34034900864,410.9876319560474,0.0006522509594113016,960.9107439478976,-28.315278921245334,27.766825486024725,-1.1910436360582917,7.241627607795522,-0.049667108596728106,4.41886090979835,1.2574034877850313,3.8575669804919244,1.1626872839330578,1.4364260201647976,-0.43685920557092334,1.0688154631357547,1.0008629749078832,0.16214143783354848,0.16440322792609496,0.16050418908663003,0.1547320109274993,0.15107285870365228,0.13931130744599182,0.12239189571700582,0.11789539636881645,0.12515012310535933,0.1421415648392248,0.15991213087421072,0.16056515899061777
0.7369222504906283-0.3737308479755398-0.5666742074248786-0.2882757634795554-0.7681039465261422-0.5548469183066541,0.008919964097730401,14.396896939151882,197.7243767657827,0.0006157355479193713,414.21352783982,-18.299226440301293,15.456091094136488,0.06244623285050229,3.232983674617993,0.3265196765516099,1.1728795891919563,-0.10561928209221765,0.9855937240229101,-0.352435645552107,0.894249142748175,-0.3488828206456927,0.20910319865745564,-0.20731586879077094,0.08538852479873531,0.08569985204936066,0.07418470630339928,0.07949273038157949,0.07177768771993298,0.07532782532375704,0.07487664298059753,0.062485686643516836,0.062082240525267895,0.06704795436909923,0.06982487002127528,0.07139987023863907
0.9053742851106262-0.4027798391077213-0.5928052758400043-0.37867987117537993-0.5600173768503248-0.8294812512243772,0.032550835221714904,81.89803025128761,447.46875410513303,0.0011932886395294951,962.0079477244872,-17.770611689619233,27.272614963702836,-4.47580038915973,4.600473359310115,-1.8442432746882673,2.545451420973658,-0.4307476876999914,1.3713813308593252,-0.8642122932987938,0.7254972551263169,-1.0751371717099,1.5056370284182112,0.6605247387738714,0.07841118667973095,0.14900442004194225,0.15683960289029622,0.09088437653341241,0.08601209967813794,0.09883765883656552,0.10174160821862177,0.11176977611833272,0.1303756467323597,0.12140267386733017,0.08211138967373473,0.06695288664829484
0.8942620419683193-0.8913791565536632-0.7462696090417757-0.8019665329596368-0.5303837082446866-0.8543013925802028,0.046104038953000824,96.37354769160795,980.8910283315278,0.004266940331479267,2059.616658491723,-5.8143101987098476,19.816195105654515,-3.038050512863689,9.467516431035202,-5.503424136833853,1.3750237159196093,-2.2115075467997847,1.1652341839858522,-5.230941925285303,1.3803609876289944,-1.8859902992872908,-1.1252729096367773,1.11806351201209,0.12194769002703036,0.08915466929544043,0.048240950044505716,0.039547371227989826,0.05425739906223045,0.06661041543581951,0.04308978923359382,0.06451106507899966,0.10437179204787217,0.159542418174239,0.1257833039413304,0.09557401148936921
0.8051172161064488-0.8692630949271807-0.8069985241054515-0.554615199087937-0.0965196625484247-0.38368535885718824,0.009661155386778086,20.942510658803425,462.42214594223987,0.0018035258496021482,1010.7932029932272,-11.031016864882607,9.523319468025269,-0.8099088734896469,5.112277493741668,-2.1468275586199375,1.4386945908881994,-0.8206424694069648,0.8782116639642462,-2.129324705640703,1.956545173418571,-1.3048366939936074,-0.5561669999825117,0.23181076307780066,0.03120078427640775,0.02027640161075006,0.013943356569150763,0.01813604745753805,0.026615869390484992,0.03564665957524079,0.0384813466143871,0.0425992916172054,0.06630677304240473,0.09498310131495513,0.07348816387272361,0.05214613667493732
